week,date,plant_id,range,genotype,organ,rank,tiller,variable,value,flag,unit,days_after_planting,gdd_cumulative_F_8655
4,2026-07-28,75-5,75,A,leaf,10.0,,angle_from_vertical,33,,deg,57,1520.1499999999996
4,2026-07-28,75-5,75,A,leaf,11.0,,angle_from_vertical,38,,deg,57,1520.1499999999996
4,2026-07-28,75-5,75,A,leaf,12.0,,angle_from_vertical,20,,deg,57,1520.1499999999996
4,2026-07-28,75-5,75,A,leaf,13.0,,angle_from_vertical,9,,deg,57,1520.1499999999996
5,2026-08-04,75-1,75,A,internode,1.0,,seg_length_cm,22.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,2.0,,seg_length_cm,3.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,3.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,4.0,,seg_length_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,5.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,6.0,,seg_length_cm,7.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,7.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,internode,8.0,,seg_length_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,1.0,,seg_length_cm,25.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,2.0,,seg_length_cm,4.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,3.0,,seg_length_cm,16.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,4.0,,seg_length_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,5.0,,seg_length_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,internode,6.0,,seg_length_cm,4.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,1.0,,seg_length_cm,22.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,2.0,,seg_length_cm,2.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,3.0,,seg_length_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,4.0,,seg_length_cm,16.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,5.0,,seg_length_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,internode,6.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,1.0,,seg_length_cm,23.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,2.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,3.0,,seg_length_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,4.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,5.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,6.0,,seg_length_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,7.0,,seg_length_cm,7.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,internode,8.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,1.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,2.0,,seg_length_cm,3.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,3.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,4.0,,seg_length_cm,2.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,5.0,,seg_length_cm,4.5,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,6.0,,seg_length_cm,7.5,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,internode,7.0,,seg_length_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,1.0,,seg_length_cm,21.5,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,2.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,3.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,4.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,5.0,,seg_length_cm,17.5,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,6.0,,seg_length_cm,19.5,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,7.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,8.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,9.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,10.0,,seg_length_cm,10.5,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,11.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,74-1,74,B,internode,12.0,,seg_length_cm,2.5,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,1.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,2.0,,seg_length_cm,4.5,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,3.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,4.0,,seg_length_cm,14.5,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,5.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,6.0,,seg_length_cm,21.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,7.0,,seg_length_cm,16.5,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,8.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,9.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,10.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,11.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,74-2,74,B,internode,12.0,,seg_length_cm,2.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,1.0,,seg_length_cm,19.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,2.0,,seg_length_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,3.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,4.0,,seg_length_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,5.0,,seg_length_cm,45.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,6.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,7.0,,seg_length_cm,21.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,8.0,,seg_length_cm,17.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,9.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,10.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,11.0,,seg_length_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,12.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,13.0,,seg_length_cm,5.5,,cm,64,1737.2999999999993
5,2026-08-04,74-3,74,B,internode,14.0,,seg_length_cm,3.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,1.0,,seg_length_cm,26.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,2.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,3.0,,seg_length_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,4.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,5.0,,seg_length_cm,18.5,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,6.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,7.0,,seg_length_cm,16.5,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,8.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,9.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,10.0,,seg_length_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,11.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,12.0,,seg_length_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,74-4,74,B,internode,13.0,,seg_length_cm,2.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,1.0,,seg_length_cm,21.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,2.0,,seg_length_cm,3.5,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,3.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,4.0,,seg_length_cm,10.5,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,5.0,,seg_length_cm,16.5,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,6.0,,seg_length_cm,17.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,7.0,,seg_length_cm,23.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,8.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,9.0,,seg_length_cm,13.5,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,10.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,11.0,,seg_length_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,12.0,,seg_length_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,74-5,74,B,internode,13.0,,seg_length_cm,3.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,1.0,,seg_length_cm,17.5,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,2.0,,seg_length_cm,4.5,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,3.0,,seg_length_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,4.0,,seg_length_cm,12.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,5.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,6.0,,seg_length_cm,21.5,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,7.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,8.0,,seg_length_cm,18.5,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,9.0,,seg_length_cm,16.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,10.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,11.0,,seg_length_cm,21.0,,cm,64,1737.2999999999993
5,2026-08-04,73-1,73,C,internode,12.0,,seg_length_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,1.0,,seg_length_cm,20.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,2.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,3.0,,seg_length_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,4.0,,seg_length_cm,12.5,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,5.0,,seg_length_cm,14.5,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,6.0,,seg_length_cm,16.5,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,7.0,,seg_length_cm,21.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,8.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,9.0,,seg_length_cm,18.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,10.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,11.0,,seg_length_cm,24.0,,cm,64,1737.2999999999993
5,2026-08-04,73-2,73,C,internode,12.0,,seg_length_cm,0.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,1.0,,seg_length_cm,12.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,2.0,,seg_length_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,3.0,,seg_length_cm,4.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,4.0,,seg_length_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,5.0,,seg_length_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,6.0,,seg_length_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,7.0,,seg_length_cm,12.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,8.0,,seg_length_cm,16.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,9.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,10.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,11.0,,seg_length_cm,19.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,12.0,,seg_length_cm,12.5,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,13.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-3,73,C,internode,14.0,,seg_length_cm,29.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,1.0,,seg_length_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,2.0,,seg_length_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,3.0,,seg_length_cm,3.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,4.0,,seg_length_cm,10.5,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,5.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,6.0,,seg_length_cm,17.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,7.0,,seg_length_cm,17.5,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,8.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,9.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,10.0,,seg_length_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,11.0,,seg_length_cm,12.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,12.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,13.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,14.0,,seg_length_cm,12.0,,cm,64,1737.2999999999993
5,2026-08-04,73-4,73,C,internode,15.0,,seg_length_cm,15.5,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,1.0,,seg_length_cm,12.5,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,2.0,,seg_length_cm,4.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,3.0,,seg_length_cm,4.5,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,4.0,,seg_length_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,5.0,,seg_length_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,6.0,,seg_length_cm,13.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,7.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,8.0,,seg_length_cm,13.5,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,9.0,,seg_length_cm,15.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,10.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,11.0,,seg_length_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,12.0,,seg_length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,73-5,73,C,internode,13.0,,seg_length_cm,28.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,1.0,,length_cm,67.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,1.0,,width_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,2.0,,length_cm,49.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,2.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,3.0,,length_cm,69.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,3.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,4.0,,length_cm,65.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,4.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,5.0,,length_cm,84.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,5.0,,width_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,6.0,,length_cm,92.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,6.0,,width_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,7.0,,length_cm,96.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,7.0,,width_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,8.0,,length_cm,99.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,8.0,,width_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,9.0,,length_cm,106.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,9.0,,width_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,10.0,,length_cm,98.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,10.0,,width_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,11.0,,length_cm,96.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,11.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,12.0,,length_cm,92.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,12.0,,width_cm,10.5,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,13.0,,length_cm,63.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,13.0,,width_cm,11.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,14.0,,length_cm,43.0,,cm,64,1737.2999999999993
5,2026-08-04,75-1,75,A,leaf,15.0,,length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,1.0,,length_cm,61.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,1.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,2.0,,length_cm,72.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,2.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,3.0,,length_cm,68.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,3.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,4.0,,length_cm,86.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,4.0,,width_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,5.0,,length_cm,95.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,5.0,,width_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,6.0,,length_cm,100.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,6.0,,width_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,7.0,,length_cm,106.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,7.0,,width_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,8.0,,length_cm,107.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,8.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,9.0,,length_cm,93.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,9.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,10.0,,length_cm,81.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,10.0,,width_cm,10.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,11.0,,length_cm,58.0,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,11.0,,width_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-2,75,A,leaf,12.0,,length_cm,30.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,2.0,,length_cm,27.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,2.0,,width_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,3.0,,length_cm,49.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,3.0,,width_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,4.0,,length_cm,66.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,4.0,,width_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,5.0,,length_cm,78.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,5.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,6.0,,length_cm,90.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,6.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,7.0,,length_cm,97.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,7.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,8.0,,length_cm,110.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,8.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,9.0,,length_cm,81.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,9.0,,width_cm,9.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,10.0,,length_cm,79.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,10.0,,width_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,11.0,,length_cm,56.0,,cm,64,1737.2999999999993
5,2026-08-04,75-3,75,A,leaf,12.0,,length_cm,24.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,1.0,,length_cm,51.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,1.0,,width_cm,5.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,2.0,,length_cm,61.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,2.0,,width_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,3.0,,length_cm,64.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,3.0,,width_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,4.0,,length_cm,63.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,4.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,5.0,,length_cm,76.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,5.0,,width_cm,6.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,6.0,,length_cm,86.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,6.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,7.0,,length_cm,98.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,7.0,,width_cm,7.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,8.0,,length_cm,107.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,8.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,9.0,,length_cm,103.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,9.0,,width_cm,8.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,10.0,,length_cm,86.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,10.0,,width_cm,8.5,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,11.0,,length_cm,70.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,11.0,,width_cm,9.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,12.0,,length_cm,46.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,12.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-4,75,A,leaf,13.0,,length_cm,14.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,1.0,,length_cm,62.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,1.0,,width_cm,6.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,2.0,,length_cm,61.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,2.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,3.0,,length_cm,32.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,3.0,,width_cm,7.0,,cm,64,1737.2999999999993
5,2026-08-04,75-5,75,A,leaf,4.0,,length_cm,49.0,,cm,64,1737.2999999999993
